"score","coverage","variants","original_variants","format","original_build","action"
"PGS002038","1","129077","129077","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002039","1","799326","799326","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002040","1","706872","706872","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002041","1","116538","116538","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002042","1","59944","59944","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002043","1","672952","672952","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002044","1","711169","711169","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002045","1","527030","527030","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002046","1","570308","570308","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002047","1","918325","918325","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002048","1","762124","762124","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002049","1","222371","222371","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002050","1","554908","554908","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002051","1","642241","642241","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002052","1","490459","490459","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002053","1","599726","599726","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002054","1","592187","592187","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002055","1","599514","599514","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002056","1","114679","114679","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002057","1","760630","760630","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002058","1","780418","780418","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002059","1","604572","604572","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002060","1","553242","553242","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002061","1","793375","793375","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002062","1","811003","811003","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002063","1","836413","836413","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002064","1","497422","497422","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002065","1","691268","691268","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002066","1","566637","566637","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002067","1","58231","58231","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002068","1","831212","831212","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002069","1","747820","747820","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002070","1","584133","584133","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002071","1","352506","352506","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002072","1","428587","428587","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002073","1","363801","363801","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002074","1","664167","664167","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002075","1","731196","731196","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002076","1","627341","627341","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002077","1","534802","534802","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002078","1","774553","774553","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002079","1","719789","719789","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002080","1","32414","32414","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002081","1","640921","640921","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002082","1","361553","361553","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002083","1","71744","71744","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002084","1","403417","403417","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002085","1","481233","481233","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002086","1","160693","160693","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002087","1","206669","206669","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002088","1","95083","95083","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002089","1","22026","22026","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002090","1","859336","859336","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002091","1","129938","129938","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002092","1","484484","484484","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002093","1","773461","773461","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002094","1","827887","827887","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002095","1","658775","658775","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002096","1","791954","791954","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002097","1","742904","742904","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002098","1","764146","764146","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002099","1","816264","816264","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002100","1","917925","917925","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002101","1","681234","681234","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002102","1","315483","315483","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002103","1","833170","833170","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002104","1","869179","869179","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002105","1","827714","827714","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002106","1","702009","702009","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002107","1","39066","39066","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002108","1","451160","451160","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002109","1","393500","393500","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002110","1","275831","275831","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002111","1","791873","791873","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002112","1","748601","748601","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002113","1","545334","545334","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002114","1","933950","933950","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002115","1","766714","766714","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002116","1","564874","564874","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002117","1","667705","667705","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002118","1","413539","413539","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002119","1","571268","571268","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002120","1","490392","490392","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002121","1","616710","616710","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002122","1","543714","543714","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002123","1","788123","788123","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002124","1","566292","566292","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002125","1","816604","816604","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002126","1","931635","931635","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002127","1","848784","848784","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002128","1","414081","414081","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002129","1","491888","491888","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002130","1","650195","650195","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002131","1","854735","854735","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002132","1","826502","826502","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002133","1","995419","995419","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002134","1","940003","940003","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002135","1","903259","903259","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002136","1","733839","733839","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002137","1","738021","738021","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002138","1","940300","940300","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002139","1","956532","956532","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002140","1","762684","762684","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002141","1","797804","797804","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002142","1","786386","786386","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002143","1","966283","966283","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002144","1","539784","539784","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002145","1","720580","720580","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002146","1","922538","922538","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002147","1","664696","664696","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002148","1","932197","932197","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002149","1","926585","926585","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002150","1","360007","360007","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002151","1","734236","734236","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002152","1","946965","946965","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002153","1","824602","824602","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002154","1","806011","806011","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002155","1","240701","240701","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002156","1","972919","972919","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002157","1","874365","874365","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002158","1","774274","774274","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002159","1","716914","716914","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002160","1","120068","120068","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002161","1","990022","990022","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002162","1","922786","922786","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002163","1","835964","835964","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002164","1","736345","736345","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002165","1","781302","781302","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002166","1","471172","471172","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002167","1","593459","593459","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002168","1","966825","966825","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002169","1","988292","988292","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002170","1","602241","602241","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002171","1","736730","736730","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002172","1","732902","732902","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002173","1","729074","729074","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002174","1","732595","732595","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002175","1","724667","724667","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002176","1","977411","977411","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002177","1","780048","780048","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002178","1","817740","817740","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002179","1","978109","978109","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002180","1","846337","846337","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002181","1","31355","31355","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002182","1","713481","713481","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002183","1","814921","814921","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002184","1","734561","734561","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002185","1","671610","671610","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002186","1","641455","641455","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002187","1","803767","803767","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002188","1","703576","703576","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002189","1","462934","462934","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002190","1","482649","482649","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002191","1","663591","663591","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002192","1","881567","881567","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002193","1","858487","858487","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002194","1","773305","773305","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002195","1","650364","650364","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002196","1","927619","927619","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002197","1","731035","731035","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002198","1","820118","820118","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002199","1","705680","705680","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002200","1","567735","567735","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002201","1","984035","984035","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002202","1","966737","966737","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002203","1","775312","775312","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002204","1","593179","593179","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002205","1","584991","584991","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002206","1","504929","504929","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002207","1","564228","564228","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002208","1","544905","544905","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002209","1","955439","955439","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002210","1","821654","821654","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002211","1","825631","825631","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002212","1","893802","893802","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002213","1","950183","950183","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002214","1","769542","769542","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002215","1","633660","633660","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002216","1","708693","708693","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002217","1","938047","938047","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002218","1","958362","958362","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002219","1","819013","819013","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002220","1","21400","21400","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002221","1","523074","523074","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002222","1","761279","761279","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002223","1","795614","795614","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002224","1","910252","910252","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002225","1","913306","913306","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002226","1","922972","922972","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002227","1","630576","630576","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002228","1","937030","937030","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002229","1","698001","698001","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002230","1","930461","930461","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002231","1","950845","950845","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002232","1","263279","263279","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002233","1","27","27","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002234","1","10","10","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002235","0.83","30","36","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS002236","1","92299","92299","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002237","1","471316","471316","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002238","1","1119444","1119444","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002239","1","1119054","1119054","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002240","1","1091736","1092093","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS002241","1","6497734","6497734","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002242","1","6494889","6494889","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002243","1","6431973","6431973","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002244","1","6576338","6576338","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002245","1","8","8","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002246","1","50","50","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002247","1","68","68","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002249","0.91","225936","249273","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS002250","1","27240","27240","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002251","1","97","97","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002252","0.97","137","141","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS002253","1","45","45","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002254","1","1142334","1142416","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002256","1","4","4","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS002257","1","884","884","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002258","1","885","885","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002259","1","534","534","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002261","1","22","22","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002262","1","540","540","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002264","1","49","49","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002265","0.8","112","140","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS002266","1","29","29","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002267","1","89","89","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002269","0.83","39","47","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS002270","1","33","33","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002271","1","1096998","1097364","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS002272","0.83","5","6","PGS-Catalog v2 (RS_ID)","hg38","RSID_TO_COORDINATES"
"PGS002273","0.92","11","12","PGS-Catalog v2 (RS_ID)","hg38","RSID_TO_COORDINATES"
"PGS002274","1","279","279","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002275","1","425","425","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002276","1","1110494","1110494","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002277","1","8","8","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS002278","1","16","16","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS002279","1","22","22","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS002280","1","83","83","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS002281","1","23","23","PGS-Catalog v2 (COORDINATES)","hg38","LIFT_OVER"
"PGS002282","1","68","68","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002283","1","15","15","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002284","1","285","285","PGS-Catalog v2 (RS_ID)","hg38","RSID_TO_COORDINATES"
"PGS002285","1","285","285","PGS-Catalog v2 (RS_ID)","hg38","RSID_TO_COORDINATES"
"PGS002286","1","285","285","PGS-Catalog v2 (RS_ID)","hg38","RSID_TO_COORDINATES"
"PGS002287","1","285","285","PGS-Catalog v2 (RS_ID)","hg38","RSID_TO_COORDINATES"
"PGS002288","1","3242959","3242959","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002290","1","10","10","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002292","1","36","36","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002293","0.82","51","62","PGS-Catalog v2 (RS_ID)","NR","RSID_TO_COORDINATES"
"PGS002294","1","111","111","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002295","1","413","413","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002296","1","2166","2166","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002297","1","48","48","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002299","1","3","3","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002300","0.79","15","19","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002302","0.79","22","28","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002303","0.78","7","9","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002305","0.77","33","43","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002306","0.78","18","23","PGS-Catalog v2 (RS_ID)","hg19","RSID_TO_COORDINATES"
"PGS002307","1","33","33","PGS-Catalog v2 (COORDINATES)","NR","NONE"
"PGS002308","1","1259754","1259754","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002309","1","1109311","1109311","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002310","1","1109311","1109311","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002311","1","1109311","1109311","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS002312","1","1109311","1109311","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
